Running build/bin/traccc_seq_example_cuda tml_detector/trackml-detector.csv tml_pixels/ 1
Starting CUDA clusterization.
Number of modules: 3859
Idx: 2496, i.e. (39, 0): Cell position: (78, 994) activation: 0.050836
Idx: 771, i.e. (12, 3): Cell position: (194, 1167) activation: 0.056253
Idx: 775, i.e. (12, 7): Cell position: (225, 1244) activation: 0.056252
Idx: 777, i.e. (12, 9): Cell position: (228, 1219) activation: 0.056252
Idx: 782, i.e. (12, 14): Cell position: (265, 1038) activation: 0.056252
Idx: 783, i.e. (12, 15): Cell position: (47, 765) activation: 0.056279
Idx: 788, i.e. (12, 20): Cell position: (82, 1221) activation: 0.056279
Idx: 789, i.e. (12, 21): Cell position: (267, 952) activation: 0.056248
Idx: 794, i.e. (12, 26): Cell position: (35, 1133) activation: 0.056322
Idx: 928, i.e. (14, 32): Cell position: (10, 1045) activation: 0.056284
Idx: 929, i.e. (14, 33): Cell position: (75, 1055) activation: 0.056267
Idx: 931, i.e. (14, 35): Cell position: (305, 1075) activation: 0.056248
Idx: 932, i.e. (14, 36): Cell position: (109, 1151) activation: 0.056248
Idx: 935, i.e. (14, 39): Cell position: (183, 1188) activation: 0.056253
Idx: 936, i.e. (14, 40): Cell position: (54, 1059) activation: 0.056265
Idx: 941, i.e. (14, 45): Cell position: (73, 941) activation: 0.056265
Idx: 942, i.e. (14, 46): Cell position: (260, 791) activation: 0.056252
Idx: 943, i.e. (14, 47): Cell position: (72, 859) activation: 0.056276
Idx: 946, i.e. (14, 50): Cell position: (129, 1063) activation: 0.056258
Idx: 957, i.e. (14, 61): Cell position: (45, 1066) activation: 0.056266
Idx: 909, i.e. (14, 13): Cell position: (64, 898) activation: 0.017613
Idx: 910, i.e. (14, 14): Cell position: (107, 885) activation: 0.056284
Idx: 912, i.e. (14, 16): Cell position: (103, 1181) activation: 0.048832
Idx: 913, i.e. (14, 17): Cell position: (26, 1037) activation: 0.049267
Idx: 918, i.e. (14, 22): Cell position: (326, 1052) activation: 0.056251
Idx: 919, i.e. (14, 23): Cell position: (74, 1273) activation: 0.056269
Idx: 927, i.e. (14, 31): Cell position: (297, 1076) activation: 0.056252
Idx: 892, i.e. (13, 60): Cell position: (272, 1266) activation: 0.056244
Idx: 743, i.e. (11, 39): Cell position: (275, 1270) activation: 0.056252
Idx: 744, i.e. (11, 40): Cell position: (182, 1155) activation: 0.021615
Idx: 749, i.e. (11, 45): Cell position: (295, 1265) activation: 0.056252
Idx: 755, i.e. (11, 51): Cell position: (32, 1084) activation: 0.056277
Idx: 759, i.e. (11, 55): Cell position: (8, 1268) activation: 0.056290
Idx: 800, i.e. (12, 32): Cell position: (261, 932) activation: 0.056718
Idx: 801, i.e. (12, 33): Cell position: (183, 1097) activation: 0.056273
Idx: 802, i.e. (12, 34): Cell position: (205, 1250) activation: 0.056260
Idx: 803, i.e. (12, 35): Cell position: (181, 862) activation: 0.056261
Idx: 811, i.e. (12, 43): Cell position: (133, 1241) activation: 0.056380
Idx: 820, i.e. (12, 52): Cell position: (0, 1172) activation: 0.056368
Idx: 769, i.e. (12, 1): Cell position: (291, 1091) activation: 0.056253
Idx: 770, i.e. (12, 2): Cell position: (275, 1099) activation: 0.056252
Idx: 771, i.e. (12, 3): Cell position: (194, 1168) activation: 0.056253
Idx: 775, i.e. (12, 7): Cell position: (225, 1245) activation: 0.056252
Idx: 777, i.e. (12, 9): Cell position: (228, 1220) activation: 0.056252
Idx: 782, i.e. (12, 14): Cell position: (252, 1038) activation: 0.056252
Idx: 783, i.e. (12, 15): Cell position: (47, 766) activation: 0.056283
Idx: 788, i.e. (12, 20): Cell position: (82, 1222) activation: 0.056286
Idx: 789, i.e. (12, 21): Cell position: (267, 953) activation: 0.056252
Idx: 794, i.e. (12, 26): Cell position: (239, 1134) activation: 0.056259
Idx: 928, i.e. (14, 32): Cell position: (10, 1046) activation: 0.056288
Idx: 929, i.e. (14, 33): Cell position: (221, 1055) activation: 0.056251
Idx: 931, i.e. (14, 35): Cell position: (305, 1076) activation: 0.056252
Idx: 932, i.e. (14, 36): Cell position: (109, 1152) activation: 0.056255
Idx: 935, i.e. (14, 39): Cell position: (208, 1188) activation: 0.056254
Idx: 936, i.e. (14, 40): Cell position: (277, 1059) activation: 0.056252
Idx: 941, i.e. (14, 45): Cell position: (73, 942) activation: 0.056261
Idx: 942, i.e. (14, 46): Cell position: (69, 791) activation: 0.056265
Idx: 943, i.e. (14, 47): Cell position: (72, 860) activation: 0.056272
Idx: 946, i.e. (14, 50): Cell position: (239, 1063) activation: 0.056252
Idx: 957, i.e. (14, 61): Cell position: (335, 1066) activation: 0.056253
Idx: 909, i.e. (14, 13): Cell position: (333, 898) activation: 0.056257
Idx: 910, i.e. (14, 14): Cell position: (203, 886) activation: 0.056254
Idx: 912, i.e. (14, 16): Cell position: (102, 1182) activation: 0.056271
Idx: 913, i.e. (14, 17): Cell position: (26, 1107) activation: 0.016225
Idx: 918, i.e. (14, 22): Cell position: (39, 1053) activation: 0.056275
Idx: 919, i.e. (14, 23): Cell position: (74, 1274) activation: 0.056269
Idx: 927, i.e. (14, 31): Cell position: (156, 1077) activation: 0.021224
Idx: 892, i.e. (13, 60): Cell position: (272, 1267) activation: 0.056252
Idx: 743, i.e. (11, 39): Cell position: (275, 1271) activation: 0.056244
Idx: 744, i.e. (11, 40): Cell position: (43, 1165) activation: 0.024345
Idx: 749, i.e. (11, 45): Cell position: (295, 1266) activation: 0.056244
Idx: 755, i.e. (11, 51): Cell position: (78, 1084) activation: 0.056265
Idx: 759, i.e. (11, 55): Cell position: (8, 1269) activation: 0.056290
Idx: 800, i.e. (12, 32): Cell position: (261, 933) activation: 0.056722
Idx: 801, i.e. (12, 33): Cell position: (76, 1098) activation: 0.056266
Idx: 802, i.e. (12, 34): Cell position: (23, 1251) activation: 0.056341
Idx: 803, i.e. (12, 35): Cell position: (181, 863) activation: 0.056265
Idx: 811, i.e. (12, 43): Cell position: (128, 1241) activation: 0.056320
Idx: 820, i.e. (12, 52): Cell position: (161, 1172) activation: 0.056271
Idx: 769, i.e. (12, 1): Cell position: (297, 1091) activation: 0.056252
Idx: 770, i.e. (12, 2): Cell position: (275, 1100) activation: 0.056248
Idx: 771, i.e. (12, 3): Cell position: (194, 1169) activation: 0.056253
Idx: 775, i.e. (12, 7): Cell position: (225, 1246) activation: 0.056244
Idx: 777, i.e. (12, 9): Cell position: (228, 1221) activation: 0.056245
Idx: 782, i.e. (12, 14): Cell position: (305, 1038) activation: 0.056253
Idx: 783, i.e. (12, 15): Cell position: (47, 767) activation: 0.056279
Idx: 788, i.e. (12, 20): Cell position: (82, 1223) activation: 0.056286
Idx: 789, i.e. (12, 21): Cell position: (267, 954) activation: 0.056252
Idx: 794, i.e. (12, 26): Cell position: (126, 1134) activation: 0.056264
Idx: 928, i.e. (14, 32): Cell position: (10, 1047) activation: 0.056284
Idx: 929, i.e. (14, 33): Cell position: (221, 1056) activation: 0.056255
Idx: 931, i.e. (14, 35): Cell position: (305, 1077) activation: 0.056248
Idx: 932, i.e. (14, 36): Cell position: (109, 1153) activation: 0.056255
Idx: 935, i.e. (14, 39): Cell position: (183, 1189) activation: 0.056253
Idx: 936, i.e. (14, 40): Cell position: (54, 1060) activation: 0.056262
Idx: 941, i.e. (14, 45): Cell position: (73, 943) activation: 0.056265
Idx: 942, i.e. (14, 46): Cell position: (260, 792) activation: 0.056248
Idx: 943, i.e. (14, 47): Cell position: (72, 861) activation: 0.056276
Idx: 946, i.e. (14, 50): Cell position: (129, 1064) activation: 0.056258
Idx: 957, i.e. (14, 61): Cell position: (45, 1067) activation: 0.056263
Idx: 909, i.e. (14, 13): Cell position: (63, 899) activation: 0.056279
Idx: 910, i.e. (14, 14): Cell position: (107, 886) activation: 0.056288
Idx: 912, i.e. (14, 16): Cell position: (102, 1183) activation: 0.056271
Idx: 913, i.e. (14, 17): Cell position: (26, 1108) activation: 0.056286
Idx: 918, i.e. (14, 22): Cell position: (326, 1053) activation: 0.056255
Idx: 919, i.e. (14, 23): Cell position: (74, 1275) activation: 0.056269
Idx: 927, i.e. (14, 31): Cell position: (297, 1077) activation: 0.056248
Idx: 892, i.e. (13, 60): Cell position: (272, 1268) activation: 0.056252
Idx: 743, i.e. (11, 39): Cell position: (275, 1272) activation: 0.056252
Idx: 744, i.e. (11, 40): Cell position: (43, 1166) activation: 0.056254
Idx: 749, i.e. (11, 45): Cell position: (295, 1267) activation: 0.056252
Idx: 755, i.e. (11, 51): Cell position: (32, 1085) activation: 0.056273
Idx: 759, i.e. (11, 55): Cell position: (76, 1269) activation: 0.056260
Idx: 800, i.e. (12, 32): Cell position: (261, 934) activation: 0.056722
Idx: 801, i.e. (12, 33): Cell position: (183, 1098) activation: 0.056277
Idx: 802, i.e. (12, 34): Cell position: (205, 1251) activation: 0.056252
Idx: 803, i.e. (12, 35): Cell position: (181, 864) activation: 0.056265
Idx: 811, i.e. (12, 43): Cell position: (133, 1242) activation: 0.056387
Idx: 820, i.e. (12, 52): Cell position: (0, 1173) activation: 0.056368
Idx: 769, i.e. (12, 1): Cell position: (297, 1092) activation: 0.056248
Idx: 770, i.e. (12, 2): Cell position: (275, 1101) activation: 0.056252
Idx: 771, i.e. (12, 3): Cell position: (194, 1170) activation: 0.056253
Idx: 775, i.e. (12, 7): Cell position: (225, 1247) activation: 0.056252
Idx: 777, i.e. (12, 9): Cell position: (228, 1222) activation: 0.056252
Idx: 782, i.e. (12, 14): Cell position: (265, 1039) activation: 0.056252
Idx: 783, i.e. (12, 15): Cell position: (47, 768) activation: 0.056283
Idx: 788, i.e. (12, 20): Cell position: (82, 1224) activation: 0.056286
Idx: 789, i.e. (12, 21): Cell position: (267, 955) activation: 0.056248
Idx: 794, i.e. (12, 26): Cell position: (35, 1134) activation: 0.056322
Idx: 928, i.e. (14, 32): Cell position: (10, 1048) activation: 0.056288
Idx: 929, i.e. (14, 33): Cell position: (75, 1056) activation: 0.056271
Idx: 931, i.e. (14, 35): Cell position: (305, 1078) activation: 0.056252
Idx: 932, i.e. (14, 36): Cell position: (108, 1154) activation: 0.037998
Idx: 935, i.e. (14, 39): Cell position: (208, 1189) activation: 0.056254
Idx: 936, i.e. (14, 40): Cell position: (277, 1060) activation: 0.056248
Idx: 941, i.e. (14, 45): Cell position: (73, 944) activation: 0.056265
Idx: 942, i.e. (14, 46): Cell position: (69, 792) activation: 0.056262
Idx: 943, i.e. (14, 47): Cell position: (72, 862) activation: 0.056272
Idx: 946, i.e. (14, 50): Cell position: (239, 1064) activation: 0.056252
Idx: 957, i.e. (14, 61): Cell position: (335, 1067) activation: 0.056249
Idx: 909, i.e. (14, 13): Cell position: (333, 899) activation: 0.056257
Idx: 910, i.e. (14, 14): Cell position: (203, 887) activation: 0.056250
Idx: 912, i.e. (14, 16): Cell position: (102, 1184) activation: 0.056271
Idx: 913, i.e. (14, 17): Cell position: (26, 1109) activation: 0.056286
Idx: 918, i.e. (14, 22): Cell position: (39, 1054) activation: 0.056275
Idx: 919, i.e. (14, 23): Cell position: (74, 1276) activation: 0.056261
Idx: 927, i.e. (14, 31): Cell position: (297, 1078) activation: 0.056252
Idx: 892, i.e. (13, 60): Cell position: (272, 1269) activation: 0.010967
Idx: 743, i.e. (11, 39): Cell position: (275, 1273) activation: 0.056252
Idx: 744, i.e. (11, 40): Cell position: (43, 1167) activation: 0.056262
Idx: 749, i.e. (11, 45): Cell position: (295, 1268) activation: 0.056252
Idx: 755, i.e. (11, 51): Cell position: (78, 1085) activation: 0.056261
Idx: 759, i.e. (11, 55): Cell position: (8, 1270) activation: 0.056290
Idx: 800, i.e. (12, 32): Cell position: (261, 935) activation: 0.056718
Idx: 801, i.e. (12, 33): Cell position: (76, 1099) activation: 0.056266
Idx: 802, i.e. (12, 34): Cell position: (23, 1252) activation: 0.056348
Idx: 803, i.e. (12, 35): Cell position: (181, 865) activation: 0.056261
Idx: 811, i.e. (12, 43): Cell position: (128, 1242) activation: 0.056328
Idx: 820, i.e. (12, 52): Cell position: (161, 1173) activation: 0.055045
Idx: 864, i.e. (13, 32): Cell position: (130, 1262) activation: 0.056287
Idx: 866, i.e. (13, 34): Cell position: (99, 1279) activation: 0.056372
Idx: 868, i.e. (13, 36): Cell position: (312, 1277) activation: 0.056381
Idx: 869, i.e. (13, 37): Cell position: (297, 1220) activation: 0.033114
Idx: 873, i.e. (13, 41): Cell position: (60, 1245) activation: 0.035085
Idx: 875, i.e. (13, 43): Cell position: (134, 1225) activation: 0.056291
Idx: 876, i.e. (13, 44): Cell position: (207, 1254) activation: 0.056270
Idx: 879, i.e. (13, 47): Cell position: (5, 1239) activation: 0.056359
Idx: 880, i.e. (13, 48): Cell position: (194, 1266) activation: 0.056277
Idx: 881, i.e. (13, 49): Cell position: (328, 1236) activation: 0.025066
Idx: 882, i.e. (13, 50): Cell position: (315, 1256) activation: 0.027549
Idx: 883, i.e. (13, 51): Cell position: (231, 1277) activation: 0.056257
Idx: 885, i.e. (13, 53): Cell position: (202, 1236) activation: 0.056474
Idx: 886, i.e. (13, 54): Cell position: (138, 1241) activation: 0.056251
Idx: 887, i.e. (13, 55): Cell position: (78, 1261) activation: 0.046098
Idx: 888, i.e. (13, 56): Cell position: (188, 1269) activation: 0.056268
Idx: 889, i.e. (13, 57): Cell position: (234, 1210) activation: 0.056252
Idx: 890, i.e. (13, 58): Cell position: (148, 1277) activation: 0.056277
Idx: 891, i.e. (13, 59): Cell position: (226, 1207) activation: 0.056265
Idx: 769, i.e. (12, 1): Cell position: (291, 1092) activation: 0.056249
Idx: 770, i.e. (12, 2): Cell position: (275, 1102) activation: 0.056248
Idx: 771, i.e. (12, 3): Cell position: (194, 1171) activation: 0.056245
Idx: 775, i.e. (12, 7): Cell position: (225, 1248) activation: 0.056252
Idx: 777, i.e. (12, 9): Cell position: (228, 1223) activation: 0.056252
Idx: 782, i.e. (12, 14): Cell position: (252, 1039) activation: 0.056252
Idx: 783, i.e. (12, 15): Cell position: (47, 769) activation: 0.056283
Idx: 788, i.e. (12, 20): Cell position: (82, 1225) activation: 0.056286
Idx: 789, i.e. (12, 21): Cell position: (267, 956) activation: 0.056252
Idx: 794, i.e. (12, 26): Cell position: (239, 1135) activation: 0.056255
Idx: 928, i.e. (14, 32): Cell position: (10, 1049) activation: 0.056288
Idx: 929, i.e. (14, 33): Cell position: (75, 1057) activation: 0.056267
Idx: 931, i.e. (14, 35): Cell position: (305, 1079) activation: 0.056252
Idx: 932, i.e. (14, 36): Cell position: (109, 1154) activation: 0.018257
Idx: 935, i.e. (14, 39): Cell position: (183, 1190) activation: 0.056253
Idx: 936, i.e. (14, 40): Cell position: (54, 1061) activation: 0.056265
Idx: 941, i.e. (14, 45): Cell position: (73, 945) activation: 0.056261
Idx: 942, i.e. (14, 46): Cell position: (260, 793) activation: 0.056252
Idx: 943, i.e. (14, 47): Cell position: (72, 863) activation: 0.056276
Idx: 946, i.e. (14, 50): Cell position: (129, 1065) activation: 0.056255
Idx: 957, i.e. (14, 61): Cell position: (45, 1068) activation: 0.056266
Idx: 909, i.e. (14, 13): Cell position: (63, 900) activation: 0.056275
Idx: 910, i.e. (14, 14): Cell position: (203, 888) activation: 0.056254
Idx: 912, i.e. (14, 16): Cell position: (102, 1185) activation: 0.056271
Idx: 913, i.e. (14, 17): Cell position: (26, 1110) activation: 0.056282
Idx: 918, i.e. (14, 22): Cell position: (326, 1054) activation: 0.056255
Idx: 919, i.e. (14, 23): Cell position: (74, 1277) activation: 0.056269
Idx: 927, i.e. (14, 31): Cell position: (297, 1079) activation: 0.056252
Idx: 743, i.e. (11, 39): Cell position: (275, 1274) activation: 0.056252
Idx: 744, i.e. (11, 40): Cell position: (43, 1168) activation: 0.056262
Idx: 749, i.e. (11, 45): Cell position: (295, 1269) activation: 0.056252
Idx: 755, i.e. (11, 51): Cell position: (32, 1086) activation: 0.056277
Idx: 759, i.e. (11, 55): Cell position: (76, 1270) activation: 0.056260
Idx: 864, i.e. (13, 32): Cell position: (130, 1263) activation: 0.038140
Idx: 868, i.e. (13, 36): Cell position: (312, 1278) activation: 0.033040
Idx: 869, i.e. (13, 37): Cell position: (272, 1268) activation: 0.031503
Idx: 875, i.e. (13, 43): Cell position: (134, 1226) activation: 0.056283
Idx: 876, i.e. (13, 44): Cell position: (207, 1255) activation: 0.017399
Idx: 879, i.e. (13, 47): Cell position: (5, 1240) activation: 0.056359
Idx: 880, i.e. (13, 48): Cell position: (194, 1267) activation: 0.031816
Idx: 883, i.e. (13, 51): Cell position: (231, 1278) activation: 0.056257
Idx: 885, i.e. (13, 53): Cell position: (202, 1237) activation: 0.056482
Idx: 886, i.e. (13, 54): Cell position: (138, 1242) activation: 0.056258
Idx: 887, i.e. (13, 55): Cell position: (77, 1261) activation: 0.010256
Idx: 888, i.e. (13, 56): Cell position: (188, 1270) activation: 0.056268
Idx: 889, i.e. (13, 57): Cell position: (234, 1211) activation: 0.018349
Idx: 890, i.e. (13, 58): Cell position: (148, 1278) activation: 0.056277
Idx: 800, i.e. (12, 32): Cell position: (261, 936) activation: 0.056722
Idx: 801, i.e. (12, 33): Cell position: (183, 1099) activation: 0.056277
Idx: 802, i.e. (12, 34): Cell position: (205, 1252) activation: 0.040500
Idx: 803, i.e. (12, 35): Cell position: (181, 866) activation: 0.056265
Idx: 811, i.e. (12, 43): Cell position: (128, 1243) activation: 0.056328
Idx: 820, i.e. (12, 52): Cell position: (0, 1174) activation: 0.056368
Idx: 769, i.e. (12, 1): Cell position: (297, 1093) activation: 0.056252
Idx: 770, i.e. (12, 2): Cell position: (275, 1103) activation: 0.056252
Idx: 771, i.e. (12, 3): Cell position: (194, 1172) activation: 0.056253
Idx: 775, i.e. (12, 7): Cell position: (225, 1249) activation: 0.056252
Idx: 777, i.e. (12, 9): Cell position: (228, 1224) activation: 0.056252
Idx: 782, i.e. (12, 14): Cell position: (305, 1039) activation: 0.056253
Idx: 783, i.e. (12, 15): Cell position: (47, 770) activation: 0.056279
Idx: 788, i.e. (12, 20): Cell position: (82, 1226) activation: 0.056279
Idx: 789, i.e. (12, 21): Cell position: (267, 957) activation: 0.056248
Idx: 794, i.e. (12, 26): Cell position: (126, 1135) activation: 0.056260
Idx: 928, i.e. (14, 32): Cell position: (10, 1050) activation: 0.056284
Idx: 929, i.e. (14, 33): Cell position: (221, 1057) activation: 0.056251
Idx: 931, i.e. (14, 35): Cell position: (305, 1080) activation: 0.056248
Idx: 932, i.e. (14, 36): Cell position: (108, 1155) activation: 0.056255
Idx: 935, i.e. (14, 39): Cell position: (208, 1190) activation: 0.056254
Idx: 936, i.e. (14, 40): Cell position: (277, 1061) activation: 0.056252
Idx: 941, i.e. (14, 45): Cell position: (73, 946) activation: 0.056265
Idx: 942, i.e. (14, 46): Cell position: (69, 793) activation: 0.056265
Idx: 943, i.e. (14, 47): Cell position: (72, 864) activation: 0.056276
Idx: 946, i.e. (14, 50): Cell position: (239, 1065) activation: 0.056248
Idx: 957, i.e. (14, 61): Cell position: (335, 1068) activation: 0.056253
Idx: 909, i.e. (14, 13): Cell position: (333, 900) activation: 0.056253
Idx: 910, i.e. (14, 14): Cell position: (203, 889) activation: 0.056254
Idx: 912, i.e. (14, 16): Cell position: (102, 1186) activation: 0.056264
Idx: 913, i.e. (14, 17): Cell position: (26, 1111) activation: 0.056286
Idx: 918, i.e. (14, 22): Cell position: (326, 1055) activation: 0.056251
Idx: 927, i.e. (14, 31): Cell position: (297, 1080) activation: 0.056248
Idx: 743, i.e. (11, 39): Cell position: (275, 1275) activation: 0.056252
Idx: 744, i.e. (11, 40): Cell position: (43, 1169) activation: 0.056262
Idx: 749, i.e. (11, 45): Cell position: (295, 1270) activation: 0.056252
Idx: 755, i.e. (11, 51): Cell position: (78, 1086) activation: 0.056265
Idx: 759, i.e. (11, 55): Cell position: (76, 1271) activation: 0.056253
Idx: 868, i.e. (13, 36): Cell position: (207, 1279) activation: 0.044902
Idx: 875, i.e. (13, 43): Cell position: (134, 1227) activation: 0.018334
Idx: 879, i.e. (13, 47): Cell position: (5, 1241) activation: 0.036611
Idx: 883, i.e. (13, 51): Cell position: (231, 1279) activation: 0.056257
Idx: 885, i.e. (13, 53): Cell position: (202, 1238) activation: 0.011399
Idx: 886, i.e. (13, 54): Cell position: (138, 1243) activation: 0.017415
Idx: 887, i.e. (13, 55): Cell position: (77, 1262) activation: 0.049548
Idx: 888, i.e. (13, 56): Cell position: (188, 1271) activation: 0.022557
Idx: 890, i.e. (13, 58): Cell position: (148, 1279) activation: 0.056277
Idx: 800, i.e. (12, 32): Cell position: (261, 937) activation: 0.056718
Idx: 801, i.e. (12, 33): Cell position: (183, 1100) activation: 0.056273
Idx: 802, i.e. (12, 34): Cell position: (23, 1253) activation: 0.056348
Idx: 803, i.e. (12, 35): Cell position: (181, 867) activation: 0.056261
Idx: 811, i.e. (12, 43): Cell position: (128, 1244) activation: 0.056328
Idx: 820, i.e. (12, 52): Cell position: (0, 1175) activation: 0.056368
Idx: 769, i.e. (12, 1): Cell position: (300, 1093) activation: 0.032085
Idx: 770, i.e. (12, 2): Cell position: (275, 1104) activation: 0.056252
Idx: 771, i.e. (12, 3): Cell position: (194, 1173) activation: 0.056253
Idx: 775, i.e. (12, 7): Cell position: (225, 1250) activation: 0.056252
Idx: 777, i.e. (12, 9): Cell position: (228, 1225) activation: 0.013467
Idx: 782, i.e. (12, 14): Cell position: (265, 1040) activation: 0.056248
Idx: 783, i.e. (12, 15): Cell position: (47, 771) activation: 0.056283
Idx: 788, i.e. (12, 20): Cell position: (82, 1227) activation: 0.056286
Idx: 789, i.e. (12, 21): Cell position: (267, 958) activation: 0.056252
Idx: 794, i.e. (12, 26): Cell position: (35, 1135) activation: 0.056319
Idx: 909, i.e. (14, 13): Cell position: (333, 901) activation: 0.056257
Idx: 910, i.e. (14, 14): Cell position: (203, 890) activation: 0.056250
Idx: 912, i.e. (14, 16): Cell position: (102, 1187) activation: 0.056271
Idx: 913, i.e. (14, 17): Cell position: (26, 1112) activation: 0.056282
Idx: 918, i.e. (14, 22): Cell position: (39, 1055) activation: 0.046896
Idx: 927, i.e. (14, 31): Cell position: (297, 1081) activation: 0.056252
Idx: 928, i.e. (14, 32): Cell position: (10, 1051) activation: 0.056288
Idx: 929, i.e. (14, 33): Cell position: (75, 1058) activation: 0.056271
Idx: 931, i.e. (14, 35): Cell position: (305, 1081) activation: 0.056252
Idx: 932, i.e. (14, 36): Cell position: (108, 1156) activation: 0.056248
Idx: 935, i.e. (14, 39): Cell position: (208, 1191) activation: 0.056246
Idx: 936, i.e. (14, 40): Cell position: (54, 1062) activation: 0.056262
Idx: 941, i.e. (14, 45): Cell position: (73, 947) activation: 0.056261
Idx: 942, i.e. (14, 46): Cell position: (69, 794) activation: 0.056265
Idx: 943, i.e. (14, 47): Cell position: (72, 865) activation: 0.056272
Idx: 946, i.e. (14, 50): Cell position: (239, 1066) activation: 0.056252
Idx: 957, i.e. (14, 61): Cell position: (45, 1069) activation: 0.014796
Idx: 743, i.e. (11, 39): Cell position: (275, 1276) activation: 0.056244
Idx: 744, i.e. (11, 40): Cell position: (43, 1170) activation: 0.056262
Idx: 749, i.e. (11, 45): Cell position: (295, 1271) activation: 0.056244
Idx: 755, i.e. (11, 51): Cell position: (32, 1087) activation: 0.056273
Idx: 759, i.e. (11, 55): Cell position: (8, 1271) activation: 0.056282
Idx: 800, i.e. (12, 32): Cell position: (261, 938) activation: 0.031420
Idx: 801, i.e. (12, 33): Cell position: (76, 1100) activation: 0.056262
Idx: 802, i.e. (12, 34): Cell position: (23, 1254) activation: 0.056348
Idx: 803, i.e. (12, 35): Cell position: (181, 868) activation: 0.034200
Idx: 811, i.e. (12, 43): Cell position: (128, 1245) activation: 0.056328
Idx: 820, i.e. (12, 52): Cell position: (0, 1176) activation: 0.056360
Idx: 769, i.e. (12, 1): Cell position: (291, 1093) activation: 0.056253
Idx: 770, i.e. (12, 2): Cell position: (275, 1105) activation: 0.056248
Idx: 771, i.e. (12, 3): Cell position: (194, 1174) activation: 0.056253
Idx: 775, i.e. (12, 7): Cell position: (225, 1251) activation: 0.056244
Idx: 777, i.e. (12, 9): Cell position: (287, 1241) activation: 0.015834
Idx: 782, i.e. (12, 14): Cell position: (252, 1040) activation: 0.056248
Idx: 783, i.e. (12, 15): Cell position: (47, 772) activation: 0.056279
Idx: 788, i.e. (12, 20): Cell position: (82, 1228) activation: 0.056286
Idx: 789, i.e. (12, 21): Cell position: (267, 959) activation: 0.056252
Idx: 794, i.e. (12, 26): Cell position: (126, 1136) activation: 0.056264
Idx: 909, i.e. (14, 13): Cell position: (63, 901) activation: 0.056279
Idx: 910, i.e. (14, 14): Cell position: (203, 891) activation: 0.056254
Idx: 912, i.e. (14, 16): Cell position: (102, 1188) activation: 0.056271
Idx: 913, i.e. (14, 17): Cell position: (26, 1113) activation: 0.021182
Idx: 918, i.e. (14, 22): Cell position: (326, 1056) activation: 0.056255
Idx: 927, i.e. (14, 31): Cell position: (297, 1082) activation: 0.056248
Idx: 928, i.e. (14, 32): Cell position: (9, 1052) activation: 0.025650
Idx: 929, i.e. (14, 33): Cell position: (221, 1058) activation: 0.056255
Idx: 931, i.e. (14, 35): Cell position: (305, 1082) activation: 0.056248
Idx: 932, i.e. (14, 36): Cell position: (108, 1157) activation: 0.056255
Idx: 935, i.e. (14, 39): Cell position: (183, 1191) activation: 0.056245
Idx: 936, i.e. (14, 40): Cell position: (277, 1062) activation: 0.056248
Idx: 941, i.e. (14, 45): Cell position: (73, 948) activation: 0.053932
Idx: 942, i.e. (14, 46): Cell position: (260, 794) activation: 0.056252
Idx: 943, i.e. (14, 47): Cell position: (72, 866) activation: 0.056276
Idx: 946, i.e. (14, 50): Cell position: (129, 1066) activation: 0.056258
Idx: 957, i.e. (14, 61): Cell position: (44, 1069) activation: 0.041470
Idx: 743, i.e. (11, 39): Cell position: (275, 1277) activation: 0.056252
Idx: 744, i.e. (11, 40): Cell position: (43, 1171) activation: 0.056254
Idx: 749, i.e. (11, 45): Cell position: (295, 1272) activation: 0.056252
Idx: 755, i.e. (11, 51): Cell position: (78, 1087) activation: 0.056261
Idx: 759, i.e. (11, 55): Cell position: (8, 1272) activation: 0.056290
Idx: 800, i.e. (12, 32): Cell position: (260, 938) activation: 0.017695
Idx: 801, i.e. (12, 33): Cell position: (195, 1100) activation: 0.019927
Idx: 802, i.e. (12, 34): Cell position: (23, 1255) activation: 0.056348
Idx: 803, i.e. (12, 35): Cell position: (1, 951) activation: 0.024079
Idx: 811, i.e. (12, 43): Cell position: (128, 1246) activation: 0.030620
Idx: 820, i.e. (12, 52): Cell position: (0, 1177) activation: 0.056368
Idx: 769, i.e. (12, 1): Cell position: (291, 1094) activation: 0.056253
Idx: 770, i.e. (12, 2): Cell position: (275, 1106) activation: 0.056252
Idx: 771, i.e. (12, 3): Cell position: (194, 1175) activation: 0.056253
Idx: 775, i.e. (12, 7): Cell position: (225, 1252) activation: 0.056252
Idx: 777, i.e. (12, 9): Cell position: (287, 1242) activation: 0.056254
Idx: 782, i.e. (12, 14): Cell position: (305, 1040) activation: 0.056249
Idx: 783, i.e. (12, 15): Cell position: (47, 773) activation: 0.056283
Idx: 788, i.e. (12, 20): Cell position: (82, 1229) activation: 0.031065
Idx: 789, i.e. (12, 21): Cell position: (267, 960) activation: 0.056248
Idx: 794, i.e. (12, 26): Cell position: (239, 1136) activation: 0.056259
Idx: 928, i.e. (14, 32): Cell position: (10, 1052) activation: 0.030635
Idx: 929, i.e. (14, 33): Cell position: (75, 1059) activation: 0.056271
Idx: 931, i.e. (14, 35): Cell position: (305, 1083) activation: 0.056252
Idx: 932, i.e. (14, 36): Cell position: (108, 1158) activation: 0.056255
